model,dataset,k,cv,purity,nmi,td,seed,runtime_seconds,status,error,evaluation_protocol,top_n,cv_source,td_definition,assignment_source,topic_source
sbert_msmpnet,imdb,50,,,,,42,8.001,error,"401 Client Error. (Request ID: Root=1-6aa66d91-5f37c21b5dcc9ab82a79c073;206529d5-7f64-4ced-b0e5-96342d4d4906)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66d91-5f37c21b5dcc9ab82a79c073;206529d5-7f64-4ced-b0e5-96342d4d4906)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,imdb,50,,,,,42,7.811,error,"401 Client Error. (Request ID: Root=1-6aa66daf-4be7e15636fcf28b2f179a18;68ab3f58-dc35-4e5f-ba76-6de43911e417)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66daf-4be7e15636fcf28b2f179a18;68ab3f58-dc35-4e5f-ba76-6de43911e417)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,imdb,50,,,,,42,8.867,error,"401 Client Error. (Request ID: Root=1-6aa66dcd-339e030b036f21fb644580e7;fcbe9b84-d9e1-47a7-9763-4beb39bd527e)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66dcd-339e030b036f21fb644580e7;fcbe9b84-d9e1-47a7-9763-4beb39bd527e)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,imdb,100,,,,,42,6.433,error,"401 Client Error. (Request ID: Root=1-6aa66dd5-68524d68088e4e417c8e9791;6bfd7515-fe12-488c-acc1-f2bb846c858f)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66dd5-68524d68088e4e417c8e9791;6bfd7515-fe12-488c-acc1-f2bb846c858f)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,imdb,100,,,,,42,7.875,error,"401 Client Error. (Request ID: Root=1-6aa66df3-5d2605972558cef2235b6cb4;c2ec44c0-f600-4409-922a-183acbac373e)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66df3-5d2605972558cef2235b6cb4;c2ec44c0-f600-4409-922a-183acbac373e)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,imdb,100,,,,,42,9.128,error,"401 Client Error. (Request ID: Root=1-6aa66e12-2f617512206677ef797b7137;cf72756c-0d63-4987-a68a-527a070450b5)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66e12-2f617512206677ef797b7137;cf72756c-0d63-4987-a68a-527a070450b5)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,agnews_short,50,,,,,42,6.131,error,"401 Client Error. (Request ID: Root=1-6aa66e1a-6efdb42627dc317c68097b8c;b5539abe-0f1d-4f9b-a1d3-042533b2058e)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66e1a-6efdb42627dc317c68097b8c;b5539abe-0f1d-4f9b-a1d3-042533b2058e)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,agnews_short,50,,,,,42,8.95,error,"401 Client Error. (Request ID: Root=1-6aa66e38-339c466973fd8dcd6f038565;0d99e104-e51d-4adb-9397-623027bb5750)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66e38-339c466973fd8dcd6f038565;0d99e104-e51d-4adb-9397-623027bb5750)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,agnews_short,50,,,,,42,7.516,error,"401 Client Error. (Request ID: Root=1-6aa66e55-020400a561802c51108d9734;a48bca6f-5e17-4207-9d8b-f6abd4354b30)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66e55-020400a561802c51108d9734;a48bca6f-5e17-4207-9d8b-f6abd4354b30)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,agnews_short,100,,,,,42,6.158,error,"401 Client Error. (Request ID: Root=1-6aa66e5d-3c4ce17d51de5f845ad102a0;647f8c2f-7214-4848-84e7-55f3a0381a1e)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66e5d-3c4ce17d51de5f845ad102a0;647f8c2f-7214-4848-84e7-55f3a0381a1e)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,agnews_short,100,,,,,42,9.011,error,"401 Client Error. (Request ID: Root=1-6aa66e7c-75bb2e98057896023ac37a95;757eb4ab-eb4c-4230-86bd-018efa1f2371)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66e7c-75bb2e98057896023ac37a95;757eb4ab-eb4c-4230-86bd-018efa1f2371)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,agnews_short,100,,,,,42,7.854,error,"401 Client Error. (Request ID: Root=1-6aa66e99-31d515496ac002211e773c8c;6c4c7d9a-f0c3-4f7f-a2d5-23d6acd4d9b4)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66e99-31d515496ac002211e773c8c;6c4c7d9a-f0c3-4f7f-a2d5-23d6acd4d9b4)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,search_snippets,50,,,,,42,7.241,error,"401 Client Error. (Request ID: Root=1-6aa66ea2-4d69ac633ac0bcc974180ea9;c1478d1e-cebd-467b-990e-1837631f1102)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66ea2-4d69ac633ac0bcc974180ea9;c1478d1e-cebd-467b-990e-1837631f1102)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,search_snippets,50,,,,,42,7.214,error,"401 Client Error. (Request ID: Root=1-6aa66ebf-0af2b6de5a1d3460119de77f;0132577d-17e6-4694-81c1-98e593ebdbab)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa66ebf-0af2b6de5a1d3460119de77f;0132577d-17e6-4694-81c1-98e593ebdbab)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
